obj_id,object_name,source,label,label_source,period,duration,depth,stellar_radius,stellar_mass,stellar_mag
10000162,K04902.01,KOI,1.0,CANDIDATE,409.38645,13.78,532.0,0.799,0.766,15.149
10000490,K07269.01,KOI,0.0,FALSE POSITIVE,1.400991827,4.8798,64100.0,1.924,1.436,11.244
10000941,K04146.02,KOI,1.0,CANDIDATE,2.5738437,1.92,46.6,0.854,0.798,13.632
10001368,K02785.01,KOI,1.0,CONFIRMED,4.76831033,3.2363,252.0,1.116,1.069,14.083
100014359,100014359,TOI,1.0,PC,0.5045539,1.0056629,18806.22992,1.0,0.974,13.5029
10002049,K07270.01,KOI,1.0,CANDIDATE,19.2532128,1.674,219.0,0.953,1.036,15.362
10002261,K00959.01,KOI,0.0,FALSE POSITIVE,12.71379418,2.44093,36700.0,0.116,0.094,13.102
10002266,K05750.01,KOI,0.0,FALSE POSITIVE,12.71368909,1.875,192.0,0.782,0.872,15.127
10002866,K00723.01,KOI,1.0,CONFIRMED,3.936993144,1.887,1270.0,0.843,0.945,15.063
10003058,K04519.01,KOI,1.0,CANDIDATE,148.568877,4.399,404.0,2.985,1.556,14.744
10004515,K05751.01,KOI,0.0,FALSE POSITIVE,25.26363805,2.72,1490.0,1.077,0.974,12.231
10004519,K01572.01,KOI,1.0,CONFIRMED,9.80321143,4.4617,813.0,0.992,1.063,15.439
10004738,K01598.01,KOI,1.0,CONFIRMED,56.4758069,5.961,1090.0,0.839,0.952,14.279
10004772,K05752.01,KOI,0.0,FALSE POSITIVE,1.391716834,1.421,41.0,59.684,0.885,13.71
10005020,K00724.01,KOI,0.0,FALSE POSITIVE,6.97106919,3.9125,453.0,0.983,1.097,15.04
10005758,K01783.01,KOI,1.0,CONFIRMED,134.4785189,5.9288,4030.0,1.336,0.996,13.929
10005788,K01940.01,KOI,1.0,CONFIRMED,10.99470891,1.5929,885.0,0.586,0.573,15.389
10006096,K05753.01,KOI,0.0,FALSE POSITIVE,70.51623381,4.09296,330000.0,0.789,0.773,15.284
10006581,K01595.01,KOI,1.0,CONFIRMED,40.1097817,5.2096,732.0,1.169,0.918,14.904
10006641,K04469.01,KOI,0.0,FALSE POSITIVE,0.894172544,0.8302,86.2,0.736,0.771,14.251
10007492,K05754.01,KOI,0.0,FALSE POSITIVE,2.645596805,2.9095,1270.0,5.443,1.589,12.375
10007916,K05755.01,KOI,1.0,CANDIDATE,388.67155,11.701,371.0,0.788,0.884,14.829
100097716,100097716,TOI,1.0,APC,3.0002084,1.7,8545.0,1.41,0.974,11.3534
100099031,100099031,TOI,1.0,PC,1.2979921,2.5298876,10855.65582,2.63993,0.974,13.4735
100100827,100100827,TOI,1.0,KP,0.9414525,2.05,11445.0,1.35,0.974,8.8287
10010440,K02309.01,KOI,1.0,CONFIRMED,53.5991459,6.811,523.0,1.032,1.084,14.953
10010452,K08287.01,KOI,0.0,FALSE POSITIVE,358.74318,19.76,761.0,0.826,0.918,14.806
10011213,K07982.01,KOI,1.0,CANDIDATE,376.37989,13.99,1140.0,0.955,1.025,15.632
10014702,K07271.01,KOI,0.0,FALSE POSITIVE,1.34062901,3.076,69.5,0.955,1.038,15.13
1001477809,1001477809,TOI,0.0,FP,7.6605425,4.425,5210.0,1.077,0.974,13.0949
10014875,K07983.01,KOI,0.0,FALSE POSITIVE,453.64875,18.34,523.0,0.925,1.008,15.677
10015516,K00990.01,KOI,0.0,FALSE POSITIVE,67.69213907,51.349,25500.0,10.703,2.372,10.7
10015937,K01720.01,KOI,1.0,CONFIRMED,59.6585348,5.514,1040.0,0.831,0.887,15.742
10016874,K00426.01,KOI,1.0,CANDIDATE,16.30141333,3.5764,942.0,1.138,1.004,14.733
10018233,K02655.01,KOI,1.0,CONFIRMED,16.2959916,2.116,370.0,0.961,0.932,15.243
10018364,K05756.01,KOI,0.0,FALSE POSITIVE,105.6327297,2.73,1490.0,1.077,0.974,13.568
10019065,K01721.01,KOI,1.0,CONFIRMED,52.6298542,6.118,676.0,1.433,0.933,15.004
10019399,K01796.01,KOI,0.0,FALSE POSITIVE,11.80570754,2.0494,2050.0,1.891,1.006,12.829
10019643,K00471.01,KOI,1.0,CONFIRMED,21.34736612,4.184,631.0,1.071,0.882,14.415
10019708,K00199.01,KOI,1.0,CONFIRMED,3.268695042,3.45188,10100.0,1.691,1.161,14.879
10019763,K01558.01,KOI,0.0,FALSE POSITIVE,32.50456309,2.4657,7590.0,0.947,0.98,15.134
10019854,K07272.01,KOI,1.0,CANDIDATE,14.1011023,4.513,108.0,1.199,1.219,15.105
10020423,K07273.01,KOI,0.0,FALSE POSITIVE,7.448375935,4.23892,153000.0,0.867,0.846,15.178
10022908,K01586.01,KOI,1.0,CONFIRMED,6.99130452,2.1568,555.0,0.761,0.86,14.94
10023069,K08192.01,KOI,0.0,FALSE POSITIVE,266.977677,8.59,390.0,3.41,1.67,13.357
10023469,K05757.01,KOI,0.0,FALSE POSITIVE,44.637111,5.868,283.0,0.78,0.73,15.292
10024051,K02409.01,KOI,1.0,CONFIRMED,0.577369336,1.0852,400.0,0.716,0.776,14.859
10024701,K02002.01,KOI,1.0,CONFIRMED,14.37504582,3.208,251.0,1.053,1.023,13.286
10026136,K07274.01,KOI,0.0,FALSE POSITIVE,9.080194398,8.18777,325000.0,1.131,1.162,15.163
100263315,100263315,TOI,1.0,APC,0.5940157,1.035,4094.0,1.17,0.974,13.4902
100264497,100264497,TOI,1.0,PC,3.7724643,2.099,8796.0,1.38,0.974,12.0533
10026457,K07275.01,KOI,0.0,FALSE POSITIVE,9.93442075,7.8219,56000.0,0.669,0.749,15.39
10026458,K06076.01,KOI,0.0,FALSE POSITIVE,9.93443795,8.098,2750.0,0.998,1.107,15.777
10026502,K04706.01,KOI,1.0,CONFIRMED,101.952048,5.991,153.0,1.054,1.028,13.658
10026544,K02312.01,KOI,1.0,CANDIDATE,176.331289,13.89,110.0,2.251,1.166,12.982
100267480,100267480,TOI,0.0,FP,0.87741,0.472,12050.0,0.62,0.974,12.722
10027247,K02418.01,KOI,1.0,CONFIRMED,86.829519,7.464,751.0,0.463,0.482,15.474
10027323,K01596.01,KOI,1.0,CONFIRMED,5.92365747,2.6302,407.0,0.496,0.518,15.157
10027861,K05758.01,KOI,1.0,CANDIDATE,102.493119,2.814,636.0,0.791,0.871,15.142
10028127,K08193.01,KOI,1.0,CANDIDATE,367.947848,4.249,1300.0,0.855,0.971,15.719
10028140,K01591.01,KOI,1.0,CONFIRMED,19.65639342,3.226,843.0,0.74,0.828,15.372
10028352,K01957.01,KOI,1.0,CANDIDATE,1.38680229,1.7065,242.0,2.037,1.66,12.655
10028535,K02493.01,KOI,1.0,CONFIRMED,0.663085361,1.1522,323.0,0.767,0.878,15.304
10028792,K01574.01,KOI,1.0,CONFIRMED,114.73658,12.0355,4850.0,1.699,0.969,14.6
10030778,K03265.01,KOI,0.0,FALSE POSITIVE,29.47316279,6.4327,12600.0,0.897,0.992,15.957
10031409,K07276.01,KOI,0.0,FALSE POSITIVE,2.071939672,4.45367,199000.0,1.254,1.014,13.553
10031500,K03107.01,KOI,0.0,FALSE POSITIVE,8.589562,9.885,245.0,0.945,0.827,15.214
10031526,K07277.01,KOI,0.0,FALSE POSITIVE,8.5893644,6.975,179.0,0.817,0.913,15.687
10031643,K07984.01,KOI,0.0,FALSE POSITIVE,8.5898708,4.806,87.7,1.088,0.856,14.478
10031656,K02629.01,KOI,0.0,FALSE POSITIVE,8.59000355,6.68,298.0,0.876,0.965,15.408
10031707,K01827.01,KOI,0.0,FALSE POSITIVE,8.58966893,6.962,430.0,80.307,1.585,13.866
10031808,K07278.01,KOI,0.0,FALSE POSITIVE,8.589644815,9.49469,270000.0,2.194,1.142,9.557
10031885,K00329.01,KOI,0.0,FALSE POSITIVE,8.58969597,8.471,245.0,0.9,0.985,13.478
10031907,K03828.01,KOI,0.0,FALSE POSITIVE,8.58965725,8.9793,1160.0,0.892,1.004,14.649
10031918,K04894.01,KOI,0.0,FALSE POSITIVE,8.5900471,3.463,137.0,0.707,0.684,14.832
10033279,K01604.01,KOI,0.0,FALSE POSITIVE,72.4914068,3.612,1060.0,2.758,1.209,13.05
10034146,K04835.01,KOI,0.0,FALSE POSITIVE,0.93198504,2.0472,327.0,0.777,0.71,14.477
10053138,K07279.01,KOI,1.0,CANDIDATE,11.7728146,4.132,77.1,1.056,0.875,13.717
10055126,K01608.01,KOI,1.0,CONFIRMED,9.17617167,4.2642,207.0,1.156,0.974,13.797
100566492,100566492,TOI,1.0,KP,4.9549631,5.9565174,8236.25668,1.99207,0.974,11.117
10057494,K03234.01,KOI,1.0,CONFIRMED,2.41810158,2.144,46.8,1.239,1.135,12.278
100589632,100589632,TOI,0.0,FP,3.9471567,1.699,1880.0,0.84,0.974,11.1581
100589633,100589633,TOI,1.0,PC,3.9471513,1.993,16080.0,1.37,0.974,13.4034
10059645,K02520.01,KOI,1.0,CONFIRMED,6.49441464,2.344,357.0,0.742,0.724,15.602
100608026,100608026,TOI,1.0,PC,8.2617663,2.5663307,1418.330899,0.6194,0.974,10.8835
10063044,K07280.01,KOI,0.0,FALSE POSITIVE,1.009671584,4.37759,155000.0,2.242,1.723,13.918
10063208,K04292.01,KOI,1.0,CONFIRMED,9.3281912,3.991,45.2,0.888,0.939,12.897
10063802,K01888.01,KOI,1.0,CONFIRMED,120.0183551,11.637,886.0,1.467,1.406,13.256
10064256,K02849.01,KOI,1.0,CONFIRMED,5.95958637,2.899,133.0,0.9,1.012,14.52
10064591,K05759.01,KOI,1.0,CANDIDATE,284.9421278,3.2,1490.0,1.077,0.974,13.248
10065053,K04898.01,KOI,1.0,CANDIDATE,409.87844,10.58,647.0,1.064,1.149,15.731
10066755,K07281.01,KOI,1.0,CANDIDATE,2.46506501,6.218,39.8,1.714,1.356,12.446
10068024,K02891.01,KOI,0.0,FALSE POSITIVE,2.023126394,1.2771,72.2,1.059,1.077,13.126
10068030,K00529.01,KOI,0.0,FALSE POSITIVE,2.023123903,1.1829,1290.0,0.803,0.899,14.977
100683605,100683605,TOI,1.0,PC,3.270563,1.682,9670.0,1.077,0.974,13.3713
10068383,K00725.01,KOI,0.0,FALSE POSITIVE,7.30497811,4.5414,10900.0,0.744,0.833,15.765
10068659,K02602.01,KOI,1.0,CONFIRMED,11.47685263,2.756,241.0,1.032,0.941,15.051
10068919,K03573.01,KOI,0.0,FALSE POSITIVE,43.56225858,3.6873,51300.0,1.216,1.091,13.676
10070468,K02628.01,KOI,1.0,CONFIRMED,1.68189051,2.992,83.2,1.374,1.068,14.812
10070479,K07282.01,KOI,1.0,CANDIDATE,1.758599866,0.2729,238.0,0.725,0.772,15.59
10073672,K02764.01,KOI,1.0,CANDIDATE,2.252976718,1.7131,468.0,0.559,0.583,15.794
10074466,K01917.01,KOI,1.0,CONFIRMED,35.01190875,2.868,437.0,1.153,1.041,13.624
10074700,K05760.01,KOI,0.0,FALSE POSITIVE,365.620697,32.263,27200.0,0.768,0.73,14.622
10075409,K04019.01,KOI,0.0,FALSE POSITIVE,360.33012,15.16,1020.0,0.74,0.81,15.892
100757807,100757807,TOI,1.0,PC,25.1760133,4.418,12570.0,1.24,0.974,10.9339
100769500,100769500,TOI,1.0,PC,4.5016419,1.897,2992.0,1.89,0.974,12.2652
100780304,100780304,TOI,1.0,APC,0.1846924,0.386,1390.0,0.9,0.974,12.058
10079317,K08194.01,KOI,0.0,FALSE POSITIVE,236.2577689,3.3549,168.0,2.054,1.382,12.885
10079420,K07607.01,KOI,1.0,CANDIDATE,54.54312996,7.03,1490.0,1.077,0.974,11.642
10079481,K08195.01,KOI,0.0,FALSE POSITIVE,330.80879,21.669,275.0,1.066,0.998,11.976
10080248,K01722.01,KOI,1.0,CONFIRMED,14.8783945,7.491,323.0,0.837,0.92,15.534
10081899,K08196.01,KOI,0.0,FALSE POSITIVE,522.64613,17.77,648.0,0.318,0.32,15.279
10083325,K05761.01,KOI,1.0,CANDIDATE,6.13292733,1.561,58.7,2.034,1.316,13.421
10083623,K03921.01,KOI,0.0,FALSE POSITIVE,1.278555003,1.4247,1480.0,0.827,0.899,15.643
10089123,K07283.01,KOI,1.0,CANDIDATE,134.413808,13.907,206.0,1.187,1.206,14.262
10089911,K04034.01,KOI,1.0,CONFIRMED,6.96704926,3.73,214.0,3.53,1.786,13.487
10090151,K07985.01,KOI,0.0,FALSE POSITIVE,0.527698548,3.2221,1580.0,0.903,1.005,14.082
10090219,K03978.01,KOI,0.0,FALSE POSITIVE,2.28612573,12.408,302.0,1.012,1.117,15.116
10090257,K02476.01,KOI,0.0,FALSE POSITIVE,2.28607282,7.82,262.0,0.654,0.724,15.546
10090854,K05762.01,KOI,1.0,CANDIDATE,12.63063129,2.212,301.0,0.798,0.892,15.633
100909102,100909102,TOI,1.0,PC,3.1106751,3.129,10899.0,1.22,0.974,12.0052
10091110,K03627.01,KOI,0.0,FALSE POSITIVE,4.218512654,3.62939,23400.0,0.991,1.06,15.232
10091257,K07284.01,KOI,0.0,FALSE POSITIVE,1.70192371,3.0271,49800.0,1.262,1.091,12.533
100921768,100921768,TOI,1.0,PC,4.90038,3.506,240.0,4.18,0.974,8.1605
10092312,K01823.02,KOI,0.0,FALSE POSITIVE,1.096587245,3.0287,541.0,0.942,1.054,13.954
10093664,K07285.01,KOI,0.0,FALSE POSITIVE,1.20693963,6.881,20.0,2.041,1.668,12.317
10094670,K01984.01,KOI,1.0,CONFIRMED,22.06402,4.1,389.0,1.09,1.174,13.698
10095484,K03839.01,KOI,0.0,FALSE POSITIVE,0.677761275,3.7085,878.0,0.853,0.95,14.382
10095512,K07286.01,KOI,0.0,FALSE POSITIVE,3.008602107,4.34296,120000.0,1.026,0.961,13.053
10096697,K05763.01,KOI,0.0,FALSE POSITIVE,191.272501,3.064,287.0,0.918,0.827,13.955
100974694,100974694,TOI,1.0,PC,4.0589926,0.789,2440.0,0.99,0.974,12.4969
10098534,K07287.01,KOI,0.0,FALSE POSITIVE,41.81145,2.208,302.0,0.812,0.723,15.017
10098540,K05764.01,KOI,1.0,CANDIDATE,286.02266,10.43,1040.0,0.637,0.624,15.45
10098844,K02964.01,KOI,1.0,CONFIRMED,47.4497134,10.675,206.0,1.126,1.042,14.089
101133275,101133275,TOI,1.0,PC,1.6630135,3.133,5964.0,2.04,0.974,13.3773
10118266,K04755.01,KOI,1.0,CANDIDATE,3.74318005,1.111,238.0,0.851,0.866,14.924
10118816,K01085.01,KOI,1.0,CONFIRMED,7.71790675,1.84,307.0,0.509,0.535,15.233
10118942,K03195.01,KOI,0.0,FALSE POSITIVE,121.70747,1.37,98.2,2.27,1.36,11.496
10120548,K04451.01,KOI,1.0,CANDIDATE,8.8303681,3.426,296.0,0.706,0.786,15.945
10122255,K01086.01,KOI,1.0,CONFIRMED,27.6652847,6.633,469.0,1.017,0.939,14.609
10122538,K02926.01,KOI,1.0,CONFIRMED,12.2854718,2.996,1620.0,0.564,0.605,16.279
101225566,101225566,TOI,1.0,PC,6.2796518,2.26,4992.0,0.9,0.974,12.5284
10123064,K00472.01,KOI,1.0,CONFIRMED,4.243748097,3.3603,1410.0,0.843,0.93,15.0
101230735,101230735,TOI,1.0,APC,2.0685633,0.373,502.0,1.14,0.974,9.6652
10125352,K00021.01,KOI,0.0,FALSE POSITIVE,4.288515468,2.2959,3460.0,2.002,1.104,13.396
101272159,101272159,TOI,1.0,PC,18.8224069,1.76,13388.0,1.1,0.974,12.9998
10128825,K07986.01,KOI,1.0,CANDIDATE,1.73984941,3.114,48.5,1.031,1.075,14.757
10129482,K07288.01,KOI,0.0,FALSE POSITIVE,0.846291334,1.79962,190000.0,0.526,0.53,15.994
10130039,K01909.01,KOI,1.0,CONFIRMED,12.75800092,4.1828,188.0,1.095,0.957,12.776
10130057,K04675.01,KOI,0.0,FALSE POSITIVE,2.17812826,2.601,101.0,0.805,0.903,15.613
10130646,K05765.01,KOI,0.0,FALSE POSITIVE,390.40832,7.916,252.0,0.4,0.42,13.974
10132552,K05766.01,KOI,0.0,FALSE POSITIVE,191.528018,2.342,172.0,1.009,0.969,13.337
10132832,K02313.01,KOI,1.0,CONFIRMED,16.07673148,2.205,488.0,0.971,1.083,15.306
10132908,K05767.01,KOI,0.0,FALSE POSITIVE,386.59946,3.305,381.0,0.963,1.038,14.79
10134152,K02056.01,KOI,1.0,CONFIRMED,39.3135699,5.0137,500.0,0.925,1.008,14.476
101348333,101348333,TOI,1.0,PC,15.1873222,3.535,8710.0,0.98,0.974,11.375
10136549,K01929.01,KOI,1.0,CONFIRMED,9.69315023,5.6725,142.0,1.472,1.014,12.727
10139305,K06077.01,KOI,0.0,FALSE POSITIVE,2.173552528,1.6107,3030.0,0.594,0.592,14.605
10139390,K04798.01,KOI,0.0,FALSE POSITIVE,358.56462,11.64,170.0,0.752,0.7,13.542
101395259,101395259,TOI,0.0,FP,7.574675,3.0847866,6208.064931,1.4885499,0.974,10.1913
10139620,K04065.01,KOI,0.0,FALSE POSITIVE,372.37369,12.33,666.0,1.029,1.099,15.423
10140122,K04545.01,KOI,1.0,CANDIDATE,0.849362238,1.36,115.0,0.788,0.891,15.357
10140274,K04334.01,KOI,1.0,CANDIDATE,2.44232399,1.921,229.0,0.738,0.723,15.849
10140843,K04579.01,KOI,0.0,FALSE POSITIVE,367.19796,15.92,146.0,0.889,0.966,13.592
10141271,K05768.01,KOI,0.0,FALSE POSITIVE,15.4032765,3.246,253.0,0.799,0.751,15.555
10141900,K01082.01,KOI,1.0,CONFIRMED,6.50327035,2.591,418.0,0.843,0.8,15.692
10141938,K04079.01,KOI,0.0,FALSE POSITIVE,360.76458,21.22,384.0,0.724,0.791,14.659
10146103,K05769.01,KOI,1.0,CANDIDATE,7.58062893,3.484,86.1,1.041,1.034,14.498
10147276,K07987.01,KOI,0.0,FALSE POSITIVE,0.681401611,0.865,104.0,1.041,1.104,15.385
10148521,K01084.01,KOI,0.0,FALSE POSITIVE,1.204274435,1.3362,186.0,0.849,0.938,14.415
10149023,K01081.01,KOI,1.0,CANDIDATE,9.95639775,5.615,511.0,1.053,1.15,15.22
101497191,101497191,TOI,0.0,FP,3.64376,3.38,3632.91,1.077,0.974,10.298
101520163,101520163,TOI,1.0,PC,7.4121119,1.78,979.0,1.19,0.974,10.1843
10152836,K03952.01,KOI,0.0,FALSE POSITIVE,220.9290121,7.335,2460.0,0.941,0.981,14.707
10153011,K01773.01,KOI,1.0,CANDIDATE,83.09708021,9.2639,15900.0,0.636,0.626,15.678
10153827,K01079.01,KOI,0.0,FALSE POSITIVE,0.293630085,2.3857,2020.0,0.843,0.928,15.822
10153855,K01981.01,KOI,1.0,CONFIRMED,1.06378861,1.072,252.0,1.002,0.919,14.229
10154388,K00991.01,KOI,1.0,CONFIRMED,12.06222962,2.0584,300.0,0.933,0.897,13.581
10155029,K03208.01,KOI,1.0,CANDIDATE,2.131660527,1.8585,32.2,0.997,0.967,11.893
10155080,K07289.01,KOI,0.0,FALSE POSITIVE,1.930451347,3.87956,53100.0,1.168,1.247,13.017
10155286,K07988.01,KOI,1.0,CANDIDATE,333.486169,3.199,639.0,7.824,2.19,10.998
10155321,K04422.01,KOI,0.0,FALSE POSITIVE,15.705388,4.871,284.0,1.853,1.602,13.362
10155434,K00473.01,KOI,1.0,CONFIRMED,12.70636123,2.395,872.0,0.839,0.939,14.673
10156055,K04284.01,KOI,0.0,FALSE POSITIVE,2.42803503,3.045,73.8,0.974,1.073,14.049
10156064,K07290.01,KOI,0.0,FALSE POSITIVE,2.427967843,4.7847,127000.0,1.921,1.707,10.367
10156110,K07989.01,KOI,0.0,FALSE POSITIVE,4.85603482,3.078,76.7,1.193,1.26,14.826
101569583,101569583,TOI,1.0,PC,0.9907914,1.5908957,4860.1049,1.82635,0.974,12.6167
10157458,K01083.01,KOI,1.0,CONFIRMED,7.33685101,3.548,326.0,0.848,0.938,15.302
10157573,K00726.01,KOI,0.0,FALSE POSITIVE,5.115750935,2.5378,1060.0,1.101,1.141,15.132
10158418,K01784.01,KOI,1.0,CANDIDATE,5.007414194,1.3584,4410.0,1.042,1.034,13.592
10158715,K05770.01,KOI,0.0,FALSE POSITIVE,61.0011095,1.049,408.0,1.171,1.241,15.227
10158729,K02097.01,KOI,1.0,CONFIRMED,58.601926,5.522,396.0,1.019,1.038,14.649
101588793,101588793,TOI,1.0,PC,7.0317936,2.962,19070.0,0.78,0.974,13.3564
10158990,K01080.01,KOI,0.0,FALSE POSITIVE,1.096583368,2.1188,309.0,0.763,0.717,14.867
101592219,101592219,TOI,1.0,PC,5.4853379,1.964,12040.0,1.21,0.974,13.4409
10160922,K07990.01,KOI,1.0,CANDIDATE,87.487573,5.881,529.0,0.818,0.907,15.626
10161534,K05771.01,KOI,0.0,FALSE POSITIVE,198.232389,1.919,416.0,1.113,1.084,13.991
10163066,K06215.01,KOI,0.0,FALSE POSITIVE,462.12345,8.46,699.0,0.747,0.737,15.165
10163067,K07291.01,KOI,1.0,CANDIDATE,25.9136674,10.498,110.0,2.346,1.279,12.556
10164018,K07292.01,KOI,0.0,FALSE POSITIVE,8.5412411,3.654,299.0,0.732,0.832,15.661
101643582,101643582,TOI,1.0,APC,2.071333,2.282,1920.0,1.44,0.974,11.8825
10166274,K01078.01,KOI,1.0,CONFIRMED,3.353732008,1.4598,1260.0,0.46,0.467,15.438
101696403,101696403,TOI,1.0,PC,1.6242109,2.273,17740.0,1.06,0.974,12.6211
101721385,101721385,TOI,1.0,KP,4.627664,2.306,6190.0,1.55,0.974,9.54417
10186761,K05772.01,KOI,1.0,CANDIDATE,75.636309,2.588,175.0,0.994,1.054,13.825
10186945,K04070.01,KOI,0.0,FALSE POSITIVE,0.793663156,0.8244,186.0,0.825,0.849,14.549
10187017,K00082.01,KOI,1.0,CONFIRMED,16.14567193,3.7236,941.0,0.741,0.806,11.492
10187159,K01870.01,KOI,1.0,CONFIRMED,7.96431492,1.5342,746.0,0.91,0.831,14.425
10187563,K04843.01,KOI,0.0,FALSE POSITIVE,373.60683,8.752,535.0,1.038,1.1,15.256
1018843,1018843,TOI,1.0,PC,1.9126596,2.178,372.0,1.24,0.974,8.8448
10189523,K07293.01,KOI,0.0,FALSE POSITIVE,1.013922622,1.6393,35000.0,0.647,0.632,15.856
10189542,K05773.01,KOI,0.0,FALSE POSITIVE,24.614775,2.395,229.0,0.849,0.904,14.346
10189546,K00427.01,KOI,1.0,CONFIRMED,24.61480613,2.6602,1800.0,0.986,0.859,14.621
10189557,K02427.01,KOI,0.0,FALSE POSITIVE,2.93101771,2.231,199.0,0.788,0.716,15.484
10190075,K03007.01,KOI,1.0,CANDIDATE,11.1916199,2.1,166.0,0.956,0.97,14.528
10190777,K01937.01,KOI,1.0,CONFIRMED,1.411230023,1.4325,388.0,0.737,0.726,13.59
10191036,K03218.01,KOI,0.0,FALSE POSITIVE,1.21374652,3.371,28.9,1.049,1.022,12.107
10191056,K05774.01,KOI,0.0,FALSE POSITIVE,1.21374744,5.79293,185000.0,1.619,1.32,10.811
10191070,K00727.01,KOI,0.0,FALSE POSITIVE,1.213745575,5.5835,2010.0,0.661,0.644,15.825
10191449,K05775.01,KOI,1.0,CANDIDATE,492.23808,12.53,677.0,0.854,0.937,15.502
101929303,101929303,TOI,0.0,FP,11.1876137,3.183,4924.0,2.05,0.974,10.3075
101948569,101948569,TOI,1.0,PC,19.4723016,4.2893299,1766.182839,0.702945,0.974,10.7011
101955023,101955023,TOI,1.0,KP,1.6289322,0.809276,2512.119245,0.226407,0.974,10.8372
101961987,101961987,TOI,1.0,PC,3.8149372,4.366,6444.0,1.89,0.974,13.3092
10196493,K03149.01,KOI,0.0,FALSE POSITIVE,9.81101738,2.09,1490.0,1.077,0.974,14.656
10198109,K07294.01,KOI,0.0,FALSE POSITIVE,17.91874306,4.36387,118000.0,1.63,0.775,13.776
10198225,K07991.01,KOI,1.0,CANDIDATE,11.9451376,6.893,63.3,4.163,1.517,12.609
10198662,K06216.01,KOI,1.0,CANDIDATE,26.40805532,2.7,1490.0,1.077,0.974,12.655
10199817,K08197.01,KOI,0.0,FALSE POSITIVE,392.94247,11.055,120.0,1.44,0.895,12.152
10199984,K05776.01,KOI,1.0,CANDIDATE,198.6004,3.53,301.0,2.522,1.014,13.183
10200627,K06217.01,KOI,1.0,CANDIDATE,7.7016694,10.898,156.0,3.608,0.802,15.268
10201891,K05777.01,KOI,0.0,FALSE POSITIVE,372.30881,3.874,535.0,0.904,0.987,14.866
10202759,K02405.01,KOI,0.0,FALSE POSITIVE,0.872952088,1.4499,137.0,2.082,1.48,12.335
102030574,102030574,TOI,1.0,PC,9.94915,3.968,22920.0,1.65,0.974,12.3294
10203349,K02212.01,KOI,1.0,CONFIRMED,17.14648756,4.2354,440.0,1.412,0.974,14.941
10205598,K08198.01,KOI,0.0,FALSE POSITIVE,373.89398,27.66,730.0,0.699,0.668,14.911
10206675,K02283.01,KOI,0.0,FALSE POSITIVE,17.40208965,3.745,617.0,0.615,0.634,15.245
102068384,102068384,TOI,1.0,KP,2.5001361,2.4822655,13027.06361,0.998401,0.974,12.9376
10208477,K05778.01,KOI,0.0,FALSE POSITIVE,454.244158,3.399,241.0,1.874,1.103,12.055
10208759,K07295.01,KOI,0.0,FALSE POSITIVE,2.287515702,10.0879,359000.0,1.391,1.427,13.99
10208894,K08199.01,KOI,0.0,FALSE POSITIVE,183.836254,13.088,1050.0,11.963,1.934,13.993
10212441,K02342.01,KOI,1.0,CONFIRMED,15.0447098,5.823,97.9,1.525,0.899,13.037
10213902,K01723.01,KOI,1.0,CONFIRMED,59.6222627,6.888,993.0,0.997,1.072,15.517
10214162,K01724.01,KOI,1.0,CONFIRMED,17.42393582,4.929,771.0,0.969,0.986,15.601
10214328,K07296.01,KOI,0.0,FALSE POSITIVE,659.2907,22.106,338.0,1.837,1.383,10.629
10214341,K07992.01,KOI,1.0,CANDIDATE,277.13367,9.67,321.0,0.971,1.025,14.635
10214873,K08200.01,KOI,0.0,FALSE POSITIVE,5.959695593,1.8383,151.0,0.884,0.984,14.331
10215422,K07297.01,KOI,0.0,FALSE POSITIVE,24.84708721,7.28274,318000.0,0.854,0.943,14.608
10215869,K03548.01,KOI,0.0,FALSE POSITIVE,5.017239915,4.36126,145000.0,1.079,1.091,14.115
102159710,102159710,TOI,1.0,PC,4.4961387,3.5068675,10767.33137,1.18466,0.974,12.8624
10216045,K00594.01,KOI,0.0,FALSE POSITIVE,16.88954693,3.41,1490.0,1.077,0.974,14.736
102192004,102192004,TOI,1.0,KP,4.2337078,2.008,7690.0,1.46,0.974,11.3287
10219288,K07993.01,KOI,0.0,FALSE POSITIVE,3.381607,7.627,441.0,59.437,1.467,12.798
10219361,K06218.01,KOI,0.0,FALSE POSITIVE,117.634213,3.82,253.0,2.332,1.019,12.742
102195674,102195674,TOI,1.0,APC,4.3787302,3.827504,30199.26841,1.22606,0.974,11.3425
10220837,K04613.01,KOI,1.0,CONFIRMED,1.962282625,1.45,68.3,0.979,0.915,13.885
10220950,K04544.01,KOI,0.0,FALSE POSITIVE,158.348345,10.55,899.0,1.276,1.334,15.028
10221013,K00728.01,KOI,1.0,CANDIDATE,7.189379172,2.0351,8130.0,1.076,1.169,15.356
10221505,K04768.01,KOI,1.0,CANDIDATE,3.43633133,0.675,474.0,0.651,0.638,15.71
10222603,K05779.01,KOI,0.0,FALSE POSITIVE,112.48226,1.923,196.0,0.95,1.031,13.725
10223615,K00065.01,KOI,0.0,FALSE POSITIVE,27.25471993,0.73,1490.0,1.077,0.974,11.679
10223616,K01076.01,KOI,0.0,FALSE POSITIVE,29.12436474,3.4209,6500.0,0.481,0.494,15.187
10225800,K00729.01,KOI,0.0,FALSE POSITIVE,1.423799421,1.4866,2010.0,1.019,1.102,15.623
