accuracy,precision,recall,f1,roc_auc,model
0.8159100040176778,0.8255710850719906,0.8946015424164525,0.858672675580763,0.881995428958745,RandomForest
0.8116512655685014,0.8174853855172355,0.8996143958868894,0.8565702056039101,0.875177165733998,ExtraTrees
0.7754118119726797,0.7700721569578908,0.9134961439588689,0.835654720052841,0.8205886283294346,AdaBoost
0.8044194455604661,0.8052642237394485,0.9064267352185091,0.8528359046573522,0.8702063305752787,GradientBoosting
