mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_max_depth,param_learning_rate,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
3.8281407833099363,0.24701362250270273,0.02701420783996582,0.0017308985522418564,0.6,200,3,0.05,"{'subsample': 0.6, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05}",0.8442301898162097,0.8535919975750227,0.8541416566626651,0.8458781362007168,0.8502561012353118,0.8496196162979851,0.003991951058470387,21,0.8654309825195902,0.8628069384996621,0.8622736494101736,0.865231139888571,0.8636500300661455,0.8638785480768284,0.0012661614909305785,0.8549582985476819,0.8699219837051609,0.8699436816858022,0.8599305802384436,0.8778110939364132,0.8665131276227005,0.00809786451869208,19,0.889014032566258,0.887140472210053,0.8870012650267127,0.8907595360902856,0.8862848657273852,0.8880400343241389,0.0016317618015586931
1.8678614139556884,0.09165268810154005,0.019157791137695314,0.0018426491582704196,0.6,100,3,0.01,"{'subsample': 0.6, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01}",0.8316019682886824,0.83365731741183,0.8318342872717361,0.8326912493120529,0.831765356945213,0.832310035845903,0.0007726399939076109,30,0.836426116838488,0.8334253381175821,0.8354047929684818,0.836276193747853,0.8339095560779975,0.8350883995500805,0.0012211382112693161,0.8090997886685568,0.8308036243204744,0.825344343508653,0.8196818593860642,0.8328301468298905,0.8235519525427278,0.008552507934686569,30,0.8357124049766214,0.8309640559174182,0.8315579735601495,0.834926369796962,0.8276344276003825,0.8321590463703068,0.002917049949916553
13.691855525970459,0.5133926733049827,0.056434345245361325,0.0017397436972104452,0.8,200,8,0.01,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.01}",0.8533890713645864,0.8577481840193705,0.8606096478248002,0.8498212157330155,0.853629274145171,0.8550394786173887,0.00374984421644187,13,0.9030475052285629,0.9029605263157895,0.903346280250971,0.904181314982422,0.9008405861786803,0.902875242591285,0.0011049412667606738,0.8653833172148335,0.8764234564125454,0.8761548147474632,0.8635606868409669,0.8777604653149169,0.8718565481061452,0.006081315948218483,17,0.9322368405191535,0.9323566099281694,0.9301673525639438,0.929628002759432,0.9261737402083559,0.9301125091958109,0.0022494633620828114
4.929656314849853,0.2063142949914868,0.02510862350463867,0.0004618466696970208,0.8,200,3,0.05,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05}",0.8457142857142858,0.853437876960193,0.8538116591928251,0.8468629200118941,0.848994296007205,0.8497642075772806,0.0033253514633580614,20,0.864572373365399,0.8625187406296851,0.8634182908545727,0.865214124718257,0.8640885630937243,0.8639624185323276,0.0009311290502318314,0.8545408707296307,0.8666404224424623,0.8669576262546943,0.8605756646470324,0.8760845546196722,0.8649598277386984,0.007188194443895107,20,0.8885910510984001,0.8856675710936057,0.8866951900398692,0.890204580099301,0.8838665095457338,0.8870049803753819,0.0022130382517809894
5.662636804580688,0.36566863765368773,0.03323516845703125,0.0010183986419482606,0.6,100,8,0.01,"{'subsample': 0.6, 'n_estimators': 100, 'max_depth': 8, 'learning_rate': 0.01}",0.8499274310595065,0.853958944281525,0.8569780853517878,0.8491879350348028,0.8524970963995354,0.8525098984254313,0.002820254267208344,19,0.8863321925289449,0.8858307849133538,0.8885816170584383,0.8882738528769119,0.8855439208842351,0.8869124736523768,0.001266420664117835,0.8579209339361928,0.8699674461407904,0.8675569038152626,0.8566703725439953,0.8721127909251469,0.8648456894722777,0.006343215024319364,21,0.9102052749513001,0.9071585383620299,0.9057651749821595,0.9075520725704461,0.9043849423247009,0.9070132006381273,0.0019476218439058812
2.5404411792755126,0.23707425296223017,0.017265844345092773,0.00045148284293443505,0.8,100,3,0.05,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05}",0.839036001190122,0.8476900149031297,0.8478581979320532,0.8432240921169176,0.8478196380895877,0.845125588846362,0.0035213662796100683,25,0.8565278705559267,0.8527602815857726,0.8542237358406752,0.8545844742100199,0.8559397163120568,0.8548072157008904,0.0013283984759941193,0.8374466505206137,0.8537287463113433,0.8538396471012876,0.845254479427559,0.8631639237663837,0.8506866894254375,0.008714174254213355,25,0.8668192801023318,0.8640437036937539,0.8659367879273813,0.8664498762870692,0.8635847311310227,0.8653668758283117,0.0013064449616628955
3.8798424243927,0.14809297932803392,0.03394064903259277,0.016410078352789643,0.8,100,5,0.01,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01}",0.8415018629979937,0.8443423319931074,0.8460016953941791,0.8406779661016949,0.842674253200569,0.8430396219375087,0.001925956791233605,27,0.856055711106325,0.8532345397549159,0.8524962715716213,0.85299738127256,0.852468345426092,0.8534504498263027,0.0013352347962152576,0.8349307180034,0.8509810242548983,0.8433343803470025,0.830713732686389,0.8479367631296892,0.8415793236842758,0.007670127235506007,27,0.8649944540994717,0.8584648256791124,0.8579308573182124,0.8616488967093463,0.8543174116651098,0.8594712890942505,0.003610974323294732
14.87439022064209,0.3095634447678138,0.047556400299072266,0.001353703614560581,0.8,400,5,0.1,"{'subsample': 0.8, 'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.1}",0.8506172839506173,0.865533230293663,0.8633445429532253,0.8531770512029612,0.8564356435643564,0.8578215503929647,0.005750948080923482,3,0.9610755041425668,0.9591182678027046,0.9600750058598329,0.9601935685295035,0.9579136409775904,0.9596751974624397,0.0010772804659336464,0.8685708538947532,0.8790182593673282,0.8767775123506283,0.8694849243808154,0.880878086279437,0.8749459272545923,0.0050118502816268945,12,0.9913145222173545,0.9897858047677696,0.991365064735753,0.9912230376759602,0.9900452334013893,0.9907467325596453,0.0006851378882345504
4.8703632831573485,0.2123352202618226,0.0260894775390625,0.00277627084769471,0.8,200,3,0.01,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01}",0.8393063583815029,0.8438133874239351,0.8417142857142857,0.8378223495702005,0.8413793103448276,0.8408071382869503,0.0020663559809766595,28,0.8465149873600578,0.8455601240712688,0.8470537572669202,0.8482322506467376,0.8460154056583399,0.8466753050006648,0.0009243487713885952,0.8216147017250928,0.8411997123467709,0.835337469037326,0.8299518924772068,0.8474335766262465,0.8351074704425286,0.008918923659774546,28,0.8476963632806795,0.8448109838966542,0.8443346615597197,0.8481772490817966,0.8425585483844302,0.8455155612406561,0.0021201583914154656
5.949375629425049,0.2588729057474623,0.036345052719116214,0.00278815734661654,0.6,200,5,0.01,"{'subsample': 0.6, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01}",0.8458357944477259,0.8539057841383423,0.854630715123095,0.8442092886537331,0.8492343934040048,0.8495631951533802,0.004176213096901051,22,0.8652366863905325,0.8645656506015204,0.8638442248119191,0.8655989371909366,0.8661069376933275,0.8650704873376472,0.000792425469625948,0.8505673849731497,0.868707585614032,0.8643500800414397,0.8526397143305864,0.8696881276915828,0.861190578530158,0.008058110286646785,24,0.8844641726732188,0.8850790779460347,0.8824398242670215,0.8847361077817912,0.879853050426107,0.8833144466188345,0.0019597521294615517
