accuracy,precision,recall,f1,roc_auc,model
0.6938529529931701,0.740884329152065,0.7847043701799485,0.7621518380403967,0.6994770442253062,Logistic Regression
0.7505022097227803,0.7996714967056711,0.8017994858611825,0.8006929894761221,0.7333756271749642,Decision Tree
0.7231016472478907,0.7504156957136672,0.8347043701799486,0.7903100396191124,0.7622213359343358,KNN
0.7090397750100441,0.6995597942565019,0.9372750642673522,0.8010708046359654,0.6954173176060859,Naive Bayes
